Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T1123,2025-02-30,C2105,Smartphone,217.0,816.6988102700886,PayPal,completed
T1124,2025-02-30,C1461,Smartphone,478.0,,Credit Card,
T1125,2025-02-30,C3403,Tablet,6.0,-328.0036002942236,pay pal,Pending
T1126,2023-13-01,C518,Laptop,-7.0,200.72714984296175,Cash,Pending
T1127,2024-08-28,C572,Laptop,4.0,877.2573667872541,PayPal ,
T1128,2021-03-06,C3808,Headphones,634.0,$474.95,credit card,complete
T1129,2020-09-14,C1232,Headp,4.0,-861.3848145900026,creditcard,complete
T1130,2025-02-30,C791,Coffee Machine,625.0,,PayPal,Failed
T1131,2023-13-01,C3140,T,-2.0,-836.4564185823489,Credit Card,completed
T1132,2023-13-01,C3178,Laptop,7.0,319.9854592295038,Cash,Pending
T1133,2022-07-06,C3797,Headphones,266.0,-531.2452579919004,credit card,
T1134,2025-02-30,C3242,Headphones,341.0,-427.11669116947564,PayPal,completed
T1135,2025-02-30,C1013,Headphones,5.0,-968.2213819741789,pay pal,Failed
T1136,2020-01-31,C3769,Tablet,4.0,156.4249767752559,pay pal,complete
T1137,2023-13-01,C2873,Coffee Machine,-8.0,-78.38908604830544,pay pal,
T1138,2023-13-01,C4335,Laptop,-8.0,-455.63569656687105,PayPal ,complete
T1139,2023-13-01,C3937,Smartphone,-2.0,,pay pal,completed
,2023-13-01,C2515,Tablet,349.0,,creditcard,Failed
T1141,,C3444,Tablet,10.0,,Credit Card,complete
T1142,2025-02-30,C4316,Smartph,10.0,-521.9114570167067,PayPal ,complete
T1143,2024-08-11,C1763,Tablet,-4.0,770.7636943763692,credit card,complete
T1144,2022-12-28,C918,Headphones,702.0,777.6533762814765,PayPal,complete
T1145,2025-02-30,C2140,Tablet,976.0,-90.72548785105084,pay pal,Pending
T1146,2023-13-01,,Coffee Machine,6.0,,Cash,Completed
T1147,2023-13-01,C1330,Coffee Machine,2.0,,Cash,Completed
T1148,2025-02-30,C2726,Laptop,-2.0,826.4471954662596,PayPal ,Pending
T1149,2025-02-30,C2271,Headphones,-10.0,,PayPal ,Failed
T1150,2024-04-27,C4912,Laptop,-5.0,513.3876945542518,creditcard,completed
T1151,2020-11-01,C859,Tablet,-4.0,$275.45,pay pal,Pending
T1152,2025-02-30,C3265,Tablet,-10.0,209.53064287301692,PayPal,Completed
T1153,2020-04-29,C3652,Smartphone,2.0,-285.90984658101604,Cash,Failed
T5939,2023-04-14,C2656,Laptop,6.0,,Cash,complete
T1155,2022-03-03,C3109,Headphones,8.0,-671.3427191863323,pay pal,Pending
T1156,2025-02-30,C3596,Headphones,-7.0,-75.93093563319383,Credit Card,completed
T1157,2023-13-01,C1538,Smartphone,652.0,-336.67085866220964,PayPal,Completed
T1158,2022-08-06,C2490,Tabl,199.0,,Credit Card,complete
T1159,2025-02-30,C3625,Tablet,-10.0,,PayPal,complete
T1160,2023-07-06,C3916,Headphones,-5.0,,Credit Card,
T1161,2025-02-30,C1590,Smartphone,-5.0,-108.48892322971938,Credit Card,
T1162,2023-13-01,C2416,Smartphone,-8.0,-364.08522972259743,creditcard,
T1163,2023-13-01,C113,Tablet,9.0,-910.2156731675667,pay pal,Pending
T1164,2025-02-30,C2175,Tablet,5.0,,PayPal,completed
T1165,2023-13-01,C1670,Smartphone,-6.0,730.927180033721,pay pal,Completed
T1166,2022-11-28,C3148,Tablet,5.0,$-874.99,PayPal,completed
T1167,2021-05-12,C738,Laptop,302.0,,pay pal,
T1168,2020-04-14,C1757,Smartphone,-7.0,167.09525618883896,PayPal,
T1169,2025-02-30,C1927,Headphones,-9.0,867.7259824363272,pay pal,
T1170,2024-06-21,C2882,Smartphon,-1.0,-63.39092669648403,creditcard,completed
T1171,2023-13-01,C4233,Smartphone,909.0,-806.422357688589,pay pal,Pending
T1172,2023-13-01,C1348,Smartphone,137.0,,Credit Card,complete
T1173,2023-13-01,C979,Tablet,-2.0,965.2473622924883,credit card,Pending
,2025-02-30,C2068,Headphones,-10.0,$-687.22,PayPal ,Pending
T1175,2023-13-01,C1994,Headphones,5.0,-418.5046837613828,Cash,Failed
T1176,2020-10-17,C462,Laptop,-5.0,-734.917772046508,Cash,
T1177,2023-13-01,C123,Smartpho,675.0,-148.96193512704008,Credit Card,complete
T1178,2021-06-02,C2892,Laptop,-4.0,-573.8003543978122,credit card,
T1179,2025-02-30,C3824,Headphones,3.0,-104.79202296648634,PayPal ,completed
T1180,,C4612,Coffee Machine,806.0,-119.23421599438711,Credit Card,completed
T1181,2025-02-30,C4059,Laptop,-6.0,-687.5870687896411,Credit Card,Completed
T1182,2022-02-01,C1619,Tablet,,-504.1527029097964,pay pal,Pending
T1183,2023-13-01,C586,Coffee Machine,-10.0,-836.9989274733418,Credit Card,Completed
,2021-11-04,C4894,Smartphone,1.0,,Cash,
T1185,2023-11-11,C3929,Smartphone,298.0,,pay pal,complete
T1186,2023-13-01,C4925,Coffee Machine,336.0,,Credit Card,Completed
T1187,2025-02-30,C3042,Laptop,7.0,732.274802767541,PayPal,completed
T1188,2023-12-01,C2254,T,-2.0,$-411.04,credit card,complete
T1189,2021-05-24,C1436,Smartphone,-1.0,747.8138460628422,PayPal ,
T1190,2025-02-30,C4048,Laptop,753.0,391.1877705266861,PayPal,
T1191,2023-13-01,C1203,Tablet,971.0,-809.528190834042,PayPal,completed
T1192,2022-09-29,C486,Coffee Machine,-9.0,-637.5381177331046,credit card,
T1193,2025-02-30,C2605,Tablet,157.0,397.86625846306623,Credit Card,Failed
T1194,2025-02-30,C3867,Tablet,,,Credit Card,
T1195,2025-02-30,C4523,Smartphone,-3.0,-929.7641645533341,pay pal,completed
T1196,,C3265,Headphones,-5.0,$967.04,creditcard,Pending
T1197,2022-05-17,C1060,Headphones,253.0,,pay pal,completed
T1198,2023-13-01,C965,Laptop,9.0,-240.20757003346648,Cash,
T1199,,C091,Headphones,9.0,-199.21645586657576,credit card,complete
T1200,2023-13-01,C1866,Tablet,-4.0,,PayPal ,Completed
T1201,2025-02-30,C2437,Headphones,2.0,318.7630008597638,creditcard,
,2024-11-22,C3545,Coffee Machine,9.0,465.6980058903213,PayPal ,Failed
T1203,2021-10-17,C3198,Laptop,-2.0,-557.0900956171542,Cash,
T1204,2025-02-30,C4736,Laptop,9.0,,pay pal,completed
T1205,2025-02-30,,Headphones,650.0,-75.50934339248465,credit card,completed
T1206,2021-09-29,,Coffee Machine,-6.0,-631.5800462383686,PayPal ,
T1207,2023-13-01,C4407,Smartphone,-5.0,,credit card,complete
T1208,2023-13-01,C3063,Laptop,-2.0,,Cash,completed
T1209,2022-10-30,C260,Headphones,5.0,,pay pal,
T1210,2025-02-30,C1281,Laptop,222.0,,Credit Card,
T1211,2023-13-01,C567,Smartphone,286.0,-709.8336277593382,Credit Card,complete
T1212,2021-09-24,C3358,Tablet,-6.0,,Credit Card,Completed
T1213,2022-03-28,,Laptop,3.0,-666.541401323141,creditcard,
T1214,2023-13-01,C2578,Tablet,-2.0,472.3037224606332,Credit Card,Completed
T1215,2023-13-01,C1949,Laptop,-8.0,-60.199873812096484,Credit Card,complete
T1216,2023-13-01,C3691,Smartphone,-4.0,,Cash,Pending
T1217,2021-08-18,C3728,Tablet,962.0,748.6631283204614,PayPal ,complete
T1218,2025-02-30,C3743,H,871.0,,Cash,Pending
T1219,2021-02-13,C617,Headphones,-10.0,,PayPal ,complete
T1220,2021-07-23,C272,Tablet,672.0,317.8686732848864,Cash,
T1221,2023-13-01,C2094,Smartphone,-9.0,,PayPal,completed
T1222,2023-13-01,C048,Head,4.0,664.4885622525882,Credit Card,
T1223,2022-12-07,C363,Tablet,714.0,,PayPal,complete
T1224,2021-05-27,C2779,Tab,6.0,,Cash,
T1225,2025-02-30,C3602,Smartphone,-5.0,81.29352799870414,creditcard,Completed
T1226,2023-13-01,C4805,Smartp,2.0,,credit card,
T1227,,C4360,Lap,-7.0,648.0823183118991,Cash,complete
T1228,2025-02-30,,Headphones,153.0,-777.7376991211952,credit card,
T1229,2023-13-01,C4834,Headphones,-7.0,218.11308198345168,Cash,Completed
T1230,2021-10-15,C4483,Laptop,10.0,409.36602196485165,credit card,completed
T1231,,C4521,Coffee Machine,2.0,429.58278697873664,Cash,Completed
T1232,,C2149,Coffee Machine,804.0,-313.9731487894313,Cash,completed
T1233,2023-13-01,C4349,Headphones,4.0,,PayPal,Failed
T1234,2025-02-30,C4277,Laptop,350.0,,creditcard,Completed
T1235,2025-02-30,C2222,Laptop,3.0,,Credit Card,Completed
T1236,2025-02-30,C746,Headphones,939.0,-481.74257208536676,credit card,Failed
T1237,2023-13-01,C021,Laptop,667.0,-741.2211841141635,Credit Card,
T1238,2023-13-01,C1970,Headphon,424.0,-438.6332050853978,credit card,Failed
T1239,2025-02-30,C3420,Coffee Machine,-3.0,-424.4658801817286,PayPal,Failed
T1240,2025-02-30,C2722,Sm,2.0,,Credit Card,completed
T1241,2023-13-01,C4514,Smartphone,296.0,$-154.35,PayPal ,completed
T1242,2023-13-01,,Coffee Machine,-9.0,-59.659296348521025,PayPal ,
T1243,2024-09-13,C1731,Coffee Machine,-7.0,,PayPal ,Failed
T1244,2023-13-01,C2215,La,-10.0,610.7300074783557,PayPal ,Pending
T1245,,C3644,Tablet,317.0,,creditcard,complete
T1246,2023-13-01,C796,C,4.0,264.4604676454027,creditcard,completed
T1247,2025-02-30,C3897,Headphones,524.0,-852.5394511266393,Cash,complete
,2023-13-01,C708,He,-10.0,,PayPal ,Pending
T1249,2020-09-19,C736,Headphones,100.0,-945.465454747666,PayPal ,completed
T1250,2024-12-17,C2069,Laptop,237.0,,pay pal,completed
T1251,2023-13-01,C3443,Tablet,6.0,$507.85,creditcard,Completed
T1252,2025-02-30,C2678,Tablet,-9.0,,creditcard,Failed
T1253,2023-13-01,C4060,Tablet,4.0,290.10230319579466,Cash,
T1254,2025-02-30,C1699,Tablet,10.0,-430.6242149996531,Credit Card,completed
T1255,2025-02-30,C3749,Headphones,-9.0,,PayPal ,Completed
,2023-01-05,C1562,Smartphone,-1.0,$329.79,PayPal,Completed
T1257,2025-02-30,C4960,Tablet,1.0,,Credit Card,
T1258,2023-10-26,C152,Coffee Machin,2.0,,PayPal,complete
T1259,2025-02-30,C2367,Coffee Machine,5.0,414.0223949310429,credit card,complete
T1260,2021-02-05,C2087,Laptop,-9.0,,credit card,complete
T1261,2023-08-25,C1961,Coffee Machine,8.0,-869.507629946468,Cash,
T1262,2023-13-01,C4299,Headphones,3.0,,Cash,completed
T1263,,C4450,Smartphone,599.0,-804.037563934721,PayPal ,Completed
,2025-02-30,C503,Headphones,522.0,-789.8534689570197,creditcard,
T1265,,C2385,Smartph,522.0,$-743.58,PayPal ,Completed
T1266,2023-13-01,C419,Headphones,-8.0,$511.42,pay pal,completed
T1267,2023-01-28,C4015,Coffee Machine,-5.0,$-294.74,pay pal,Completed
T1268,2023-13-01,C1411,Tablet,-3.0,-732.845558463282,Credit Card,completed
T1269,2025-02-30,C3012,Smartphone,225.0,276.07274478690977,pay pal,
T1270,2025-02-30,C1577,Headphones,3.0,,creditcard,Pending
T1271,2020-12-29,C152,Smartphone,267.0,-554.4977908849434,creditcard,completed
T1272,2023-13-01,C2615,Tablet,-5.0,,Cash,Completed
T1273,2025-02-30,C3813,Coffee Machine,4.0,-640.9014215352973,pay pal,Failed
T1274,2023-13-01,C1367,Headphones,8.0,181.002143397798,PayPal ,complete
T1275,2025-02-30,C4618,Coffee Machine,514.0,$-493.32,credit card,Completed
T1276,2025-02-30,C4011,Tablet,4.0,-690.9339285131097,PayPal ,Completed
T1277,2025-02-30,C4667,Tablet,-10.0,-652.0457976458744,PayPal ,completed
T1278,2025-02-30,,Headphones,4.0,-778.4464942954164,Credit Card,completed
T1279,2023-13-01,C4333,Coffee Machine,-9.0,704.6825679088504,Credit Card,
T1280,2023-11-28,C4564,Laptop,9.0,-692.3768543797564,PayPal,Completed
T1281,2025-02-30,C2789,L,10.0,897.2144252229182,PayPal,
T1282,2023-13-01,C060,Smartphone,802.0,,Credit Card,Pending
T1283,2023-11-19,C1223,Laptop,1.0,-285.39208027429606,Cash,
T1284,2022-01-24,C3476,Laptop,1.0,853.495796271044,Cash,Pending
T1285,2023-13-01,C216,Coffee Machine,-7.0,814.1685493169397,creditcard,Completed
T1286,2023-13-01,C4449,Headphones,6.0,,PayPal,complete
T1287,2025-02-30,C4731,Tablet,-8.0,-305.44892356126707,Cash,
T1288,2023-13-01,C2047,Coffee Machine,713.0,,Credit Card,completed
T1289,2025-02-30,C1670,Smartphone,6.0,657.5265200161294,Cash,Failed
T1290,2023-07-08,C2720,Laptop,-1.0,,Credit Card,Pending
T1291,2023-13-01,C1777,Headphones,-1.0,,creditcard,completed
T1292,2025-02-30,C4600,Laptop,-9.0,674.8132654128552,credit card,Pending
T1293,2025-02-30,C3035,Tablet,-1.0,,PayPal ,completed
T1294,2024-02-16,,Laptop,-2.0,-261.50379054663586,Cash,Completed
T1295,2022-12-27,C4689,Laptop,-1.0,646.5578105575511,Credit Card,
T1296,2023-07-19,C2493,Smartphone,597.0,,PayPal ,Pending
T1297,2025-02-30,C395,Table,8.0,,creditcard,
,2025-02-30,C4495,Smartphone,-9.0,$-695.93,PayPal,Failed
T1299,2021-06-28,C656,Headphones,-8.0,104.30130292180337,pay pal,
T1300,2023-13-01,C4645,Headphones,-1.0,307.5813656631779,PayPal ,complete
T1301,2025-02-30,C1740,Laptop,-3.0,135.13434872083096,Credit Card,complete
T1302,2023-13-01,C3139,Smartphone,-6.0,,Cash,Completed
T1303,2020-05-29,C3920,Tablet,649.0,-118.8084606516752,PayPal,
T1304,2025-02-30,C2399,Headphones,,808.2439256345223,credit card,Failed
T1305,2021-10-18,C2760,Smartphone,-4.0,-764.0853357892307,creditcard,complete
T1306,2024-08-22,C962,Laptop,1.0,,PayPal,Completed
T1307,2025-02-30,C035,Tablet,184.0,761.3732819788044,credit card,Completed
T1308,2023-13-01,C3804,Tablet,9.0,,PayPal,completed
,2023-13-01,C4992,Laptop,-7.0,,Cash,Completed
T1310,2025-02-30,C1178,Coffee Machine,4.0,-920.5267321229309,Cash,Failed
T1311,2021-10-04,C1550,Laptop,10.0,673.0732626239276,Cash,Failed
T1312,2023-13-01,C2020,Headphones,6.0,538.5068658843279,Credit Card,Pending
T1313,2025-02-30,C3879,Headphones,6.0,737.39402290963,PayPal ,Failed
T1314,2023-13-01,C2199,Smartphone,-3.0,,Credit Card,completed
T1315,2023-13-01,C3058,Laptop,-8.0,,credit card,completed
T1316,2023-05-12,C1417,Coffee Machine,-5.0,,creditcard,complete
T1317,,,Laptop,-6.0,,PayPal ,completed
T1318,2023-13-01,C1222,Smartphone,-2.0,-839.6259068615664,PayPal,completed
T1319,2023-06-13,C1557,T,566.0,,credit card,complete
T1320,2023-13-01,C268,Smartphone,5.0,$-64.97,creditcard,complete
T1321,2025-02-30,C3553,Smartphone,945.0,390.74598007729344,pay pal,Failed
T1322,2025-02-30,C1006,Headphones,569.0,,Cash,
T1323,2020-08-24,C618,Headphones,-6.0,,credit card,completed
T1324,2022-09-12,C4463,Coffee Machine,,-455.80931386856594,credit card,Failed
T1325,2023-13-01,C367,Laptop,-8.0,153.13005108243024,PayPal,complete
T1326,2025-02-30,C4233,Tablet,5.0,73.66042025062595,pay pal,completed
T1327,2023-13-01,C2102,Headphones,115.0,-95.4210482982237,pay pal,Pending
T1328,2025-02-30,C1125,Coffee Machine,3.0,728.9937125274737,Credit Card,Pending
T1329,2023-13-01,C2224,Laptop,-9.0,546.6626746735391,PayPal ,Pending
T1330,2025-02-30,C560,Coffee Machine,-7.0,-309.0756827890442,PayPal,
,2023-13-01,C3441,Smartphone,,-563.4305560971848,creditcard,Completed
T1332,2023-13-01,C3554,Smartphone,2.0,,Credit Card,Failed
T1333,2020-01-03,C4647,Tablet,8.0,-150.23870023433687,credit card,completed
T1334,2024-08-08,,Smartphone,3.0,,PayPal ,Completed
T1335,,C3909,Smartphone,-8.0,-372.21159874225555,PayPal,complete
T1336,2020-11-17,C3965,Tablet,,,creditcard,Pending
T1337,2025-02-30,C3592,Co,1.0,-563.0180284788892,credit card,completed
T1338,2023-13-01,C2116,Headphones,-10.0,$67.10,Credit Card,Completed
T1339,2023-03-04,C2014,Coffee Machine,-10.0,459.99270035143854,pay pal,
T1340,2025-02-30,C449,Tablet,-9.0,-485.3307070705358,Credit Card,
T1341,2024-03-12,C3636,Tab,746.0,-58.33222530093326,PayPal ,
T1342,2020-01-25,C3281,Coffee Machine,470.0,,PayPal ,Pending
T1343,2021-04-24,C692,Smartphone,4.0,61.18313373372389,Credit Card,completed
T1344,2022-12-10,C2451,Coffee Machine,5.0,-977.7935995787368,PayPal,complete
T1345,2025-02-30,C2700,Headphones,-8.0,$466.13,Cash,Failed
T1346,2020-03-07,C3812,Laptop,888.0,-97.37939718328744,Cash,Completed
T1347,2022-02-26,C4293,T,-3.0,,Credit Card,completed
T1348,2025-02-30,C4708,Laptop,918.0,$626.29,Credit Card,Failed
T1349,2023-13-01,C4471,Smartphone,9.0,,credit card,completed
T1350,2025-02-30,C2768,Tablet,415.0,,pay pal,Completed
T1351,2023-13-01,C354,Headphones,-2.0,-380.05266412711046,Credit Card,complete
T1352,2025-02-30,C4310,Ta,230.0,633.891560976408,Credit Card,Completed
T1353,2025-02-30,C4270,Tablet,-5.0,,pay pal,Completed
T1354,2024-01-02,C3043,Laptop,-2.0,860.175536718064,PayPal,Failed
T1355,2024-07-03,C3036,Tablet,5.0,668.3960820469829,creditcard,completed
T1356,,C3171,Headphones,-1.0,,Cash,Pending
T1357,2025-02-30,C2782,Coffee Machine,3.0,919.9538155470003,PayPal ,Failed
T1358,2023-13-01,C4017,Headphones,804.0,,Cash,complete
T1359,2025-02-30,C710,Smartphone,597.0,-292.7707267555321,PayPal ,completed
T1360,2023-13-01,C2491,Headphones,790.0,-901.3925799177175,credit card,Failed
,2023-13-01,C2091,Tablet,9.0,,Credit Card,Pending
,2023-13-01,C4860,Tablet,6.0,,creditcard,complete
T1363,2025-02-30,,Laptop,10.0,402.2564423367081,pay pal,Pending
T1364,2025-02-30,C1458,Coffee Machine,-8.0,331.6255406149358,PayPal,
T1365,2023-13-01,C482,Coffee Machine,190.0,-763.6404864174776,PayPal,Pending
T1366,2025-02-30,C886,Headpho,5.0,,pay pal,Completed
T1367,2023-13-01,C2645,Coffee Machine,,,Cash,Pending
T1368,2025-02-30,C3055,Laptop,4.0,,pay pal,Completed
T1369,2025-02-30,C4087,Tablet,689.0,792.8240660401468,credit card,complete
T1370,2023-04-21,C2876,Tablet,241.0,,pay pal,complete
T1371,,C1817,Smartphone,798.0,,creditcard,complete
T1372,2025-02-30,,Ta,-5.0,-995.3444148362604,Cash,completed
T1373,2023-13-01,C2455,Laptop,-5.0,666.4814107244383,PayPal,complete
T1374,2023-01-17,C3026,Headphones,-9.0,,PayPal,Pending
T1375,2023-07-31,C3564,Headphones,-1.0,748.813835595744,Credit Card,Pending
T1376,2020-07-17,,Tablet,-2.0,766.610937194906,credit card,Pending
T1377,2023-13-01,C2601,Headphones,3.0,363.40790540662937,Cash,completed
T1378,2023-05-21,C2057,Laptop,2.0,-567.1345418517861,Cash,Pending
T1379,2025-02-30,C1268,Smartphone,640.0,-931.1605387785949,Credit Card,
T1380,2025-02-30,C1019,Laptop,455.0,-949.9185649115273,Credit Card,complete
T1381,2023-13-01,,Smartphone,-3.0,,Credit Card,
T1382,2022-11-20,C3676,Smartphone,198.0,$-146.34,Cash,complete
,2023-13-01,C4974,Tablet,607.0,-259.1377936471831,creditcard,Pending
T1384,2023-11-09,C4762,Tablet,901.0,381.27540850112416,pay pal,
T39879,2025-02-30,,Headphones,4.0,,Cash,Failed
T1386,2023-13-01,C715,Laptop,673.0,-213.6733460477459,credit card,Failed
T1387,2023-13-01,C3347,Coffee Machine,311.0,-219.26338783635003,pay pal,Pending
T1388,2023-13-01,C4391,Smartphone,2.0,,creditcard,Failed
T1389,2023-13-01,C4230,Cof,512.0,516.2212623193707,Credit Card,complete
T1390,2025-02-30,C2823,Laptop,-10.0,-472.27807220204124,PayPal ,Failed
,2023-04-16,C4682,Laptop,-6.0,704.7506606868277,Credit Card,Pending
T1392,2025-02-30,C333,T,783.0,571.0169949926263,Credit Card,Pending
T1393,2025-02-30,C4724,Headphones,-5.0,498.2054512205306,credit card,completed
T1394,2023-13-01,C2535,Coffee Machine,4.0,,Cash,completed
T1395,2022-10-18,C1796,La,302.0,,credit card,completed
T1396,2020-11-29,,Smartphone,-1.0,-275.60374227588136,Credit Card,Pending
T1397,2024-04-07,C907,Smartphone,-1.0,,PayPal ,complete
T1398,2025-02-30,C4333,Headphones,492.0,,credit card,Completed
T1399,2020-09-18,C2223,Laptop,-6.0,,PayPal ,Pending
T1400,2023-13-01,C2319,Table,650.0,810.4289895129529,Cash,Completed
T1401,2023-13-01,C479,Tablet,5.0,454.8133746039155,Credit Card,Failed
T1402,2023-13-01,C2256,Laptop,6.0,,creditcard,complete
T1403,2023-13-01,C661,Headphones,4.0,,PayPal,Failed
T1404,2023-13-01,C553,Smartphone,-1.0,621.4415426473842,Cash,Failed
T1405,2022-04-30,C3009,Laptop,,,PayPal,
T1406,2021-10-08,C2145,Headphones,,-507.2924170189846,creditcard,Pending
T1407,2023-12-17,C2261,Coffee Machine,-7.0,191.28271286622922,pay pal,Completed
T1408,2022-07-11,C4160,Smartphone,568.0,,creditcard,completed
T1409,2023-13-01,C2499,Coffee Machine,-8.0,-213.52665468699627,credit card,Pending
T1410,2020-03-04,C1979,Headphones,254.0,,Cash,Pending
T1411,2025-02-30,C4754,Coffee Mac,616.0,,credit card,completed
T1412,2025-02-30,C3534,Tablet,-8.0,180.76105963128614,PayPal ,complete
T1413,2023-13-01,C252,Headphones,-1.0,-666.7124390334357,Cash,
T1414,,,Coffee Machine,-1.0,-255.76650699775325,Credit Card,
,2025-02-30,C488,Tablet,2.0,$233.08,Credit Card,complete
T1416,2025-02-30,C2011,Tablet,-2.0,$-883.58,PayPal,Completed
,2023-13-01,C394,Tablet,3.0,,Cash,Completed
T1418,2020-09-27,C1540,Tablet,1.0,,pay pal,completed
T1419,2025-02-30,C749,Smartphone,-7.0,-50.71788499167428,Credit Card,complete
T1420,2025-02-30,C564,Smartphone,250.0,,creditcard,Pending
T1421,2025-02-30,C2299,Headphones,-2.0,,credit card,Completed
T1422,2023-13-01,C422,Laptop,2.0,,credit card,Failed
T1423,2023-13-01,C2946,Tablet,-8.0,,creditcard,completed
T1424,2023-13-01,C2815,Smartphone,678.0,,PayPal ,
T1425,2025-02-30,C519,Coffee Machine,352.0,538.3203533751314,pay pal,
T1426,2023-04-19,C1186,Laptop,784.0,-686.1635309618728,creditcard,Completed
T1427,2021-07-01,C664,Laptop,-8.0,-470.9666581284629,creditcard,complete
T1428,2021-07-26,C4391,Coffee Machine,-2.0,408.3793168135306,Cash,Completed
T1429,2025-02-30,,Smartpho,114.0,,creditcard,
T1430,2025-02-30,C1552,Smartphone,3.0,-553.5570650969423,PayPal,Pending
T1431,2025-02-30,C051,Tablet,906.0,87.73718342418974,creditcard,completed
T1432,2025-02-30,C1117,Smartphone,4.0,,PayPal ,completed
T1433,2025-02-30,C1042,Smartphon,254.0,,Credit Card,complete
T1434,2023-13-01,C1846,Coffee Machine,609.0,-83.73304316531676,PayPal,completed
T1435,,C3991,Coffee Machine,4.0,-555.7734487634323,PayPal ,Failed
T1436,2025-02-30,,Headphones,2.0,,Cash,completed
T1437,2022-08-29,C2581,Laptop,9.0,$761.08,credit card,completed
T1438,2022-07-13,C3065,Smartphone,2.0,-761.4154404703359,credit card,
T1439,2023-09-26,C2888,Laptop,9.0,-751.4740091387858,Credit Card,completed
T1440,2022-10-14,C2210,Headphones,242.0,815.6305493501177,Cash,Completed
T1441,2025-02-30,C1817,Coffee Machine,-2.0,781.1326683040808,Cash,Pending
T1442,2021-03-13,C1882,Headphones,9.0,-849.2728196419696,Cash,Completed
T1443,2025-02-30,,Headphones,10.0,-277.066250528516,creditcard,Pending
T1444,2023-13-01,C3496,Laptop,535.0,424.9946738181644,creditcard,Pending
T83952,2023-13-01,C1157,Coffee Machine,9.0,,PayPal ,completed
T1446,2022-02-20,C2837,Sm,2.0,,Credit Card,Failed
T1447,2025-02-30,C1124,Coffee Machine,9.0,,PayPal,completed
T1448,2023-13-01,C2466,Tablet,-7.0,509.7653069551377,PayPal ,complete
T1449,2025-02-30,C1212,Smartphone,-9.0,488.1911476649092,credit card,Pending
T1450,2025-02-30,C4288,Laptop,-6.0,755.6749892760648,credit card,
T1451,2023-13-01,C4053,Laptop,10.0,80.41147125793705,Credit Card,Completed
T1452,2023-13-01,C2686,Tablet,-6.0,,credit card,
T1453,2023-04-20,C3123,Smar,568.0,,PayPal ,completed
T1454,2023-13-01,C2141,Laptop,-4.0,-231.89681301776102,pay pal,complete
T1455,2025-02-30,C713,Sm,578.0,956.1762104968116,creditcard,Completed
T89330,2025-02-30,C2689,Hea,730.0,-290.778371532134,credit card,
T1457,2023-02-25,C3758,Smartphone,-4.0,,pay pal,Pending
T1458,2020-12-08,C3261,Headphones,-10.0,360.2395610881831,PayPal ,Completed
T1459,2025-02-30,,Smartphone,8.0,,Credit Card,Failed
T1460,2023-13-01,C3320,Coffee ,,-503.03023176588937,pay pal,Failed
T1461,2025-02-30,C3517,Laptop,-4.0,-237.5035713844586,credit card,complete
T1462,2023-13-01,C1074,Headphones,-2.0,-927.719472970891,PayPal,Completed
T1463,2023-13-01,C1140,Coffee Machi,5.0,856.7384677564131,pay pal,complete
T1464,2025-02-30,C724,Headphones,-10.0,,PayPal ,Completed
T1465,2023-13-01,C4767,Tablet,-3.0,212.68915279707997,PayPal ,Failed
T1466,2025-02-30,C1332,Headphones,-4.0,-306.2263891180264,pay pal,Completed
T1467,2023-13-01,C1122,Tablet,-4.0,248.14633405375372,creditcard,Pending
T1468,2023-13-01,C187,Smartphone,3.0,999.7483408972182,credit card,complete
T1469,2025-02-30,C498,Smartp,-7.0,$412.97,pay pal,completed
T1470,,C4344,Laptop,7.0,544.7545834609822,PayPal ,Failed
T1471,2024-10-16,C1465,Coffee Machine,3.0,78.58534558323566,PayPal ,Failed
T1472,2023-13-01,C3275,Coffee Machine,-8.0,,credit card,Failed
T1473,2025-02-30,C2078,Headphones,1.0,,Cash,Failed
T1474,2023-13-01,C4774,Coffee Machine,7.0,64.68061909420813,Credit Card,Failed
T1475,2025-02-30,C732,Coffee Machine,-4.0,662.4706575719025,credit card,
T1476,2025-02-30,C645,Smartphone,6.0,337.94080113742973,pay pal,Failed
T1477,2024-01-11,C1540,Smartphone,528.0,,credit card,completed
T1478,2021-11-23,C2449,Headp,7.0,-87.31899617933016,pay pal,completed
T1479,2023-06-13,C2508,Smartphone,6.0,214.77859749185015,Cash,Pending
T1480,2023-13-01,C3627,Laptop,6.0,,PayPal,Failed
T1481,2023-13-01,C3753,Laptop,2.0,$-679.34,credit card,Failed
T1482,,C3763,Headphones,392.0,-266.22950161392146,Credit Card,
T1483,2025-02-30,C3414,Laptop,2.0,-571.0491670809162,Cash,complete
T1484,2023-13-01,C4563,Tablet,-8.0,689.1999027234828,credit card,Pending
T1485,2023-13-01,C3258,Tablet,332.0,-849.0014528654237,Cash,Completed
T1486,2024-06-14,C2814,Laptop,373.0,,pay pal,Failed
T1487,2025-02-30,C806,Tablet,-6.0,$713.11,pay pal,Pending
T1488,2025-02-30,C2929,Headphones,8.0,-467.1680874324031,Cash,complete
T1489,2025-02-30,C4714,Laptop,,-702.2395671011498,Credit Card,Failed
T1490,2023-13-01,C3973,Lapt,10.0,-551.295282299085,PayPal ,Pending
